gene_id,gene_name,gene_type,gene_name_type
ENSMUSG00000024601.9,Isoc1,protein_coding,Non-Gm*
ENSMUSG00000022742.6,Cpox,protein_coding,Non-Gm*
ENSMUSG00000036432.8,Siah2,protein_coding,Non-Gm*
ENSMUSG00000117100.1,A330072L02Rik,lncRNA,Non-Gm*
ENSMUSG00000107711.2,Olfr320,protein_coding,Non-Gm*
ENSMUSG00000097725.4,4930593A02Rik,lncRNA,Non-Gm*
ENSMUSG00000118223.1,1810035K13Rik,lncRNA,Non-Gm*
ENSMUSG00000091526.2,BB019430,lncRNA,Non-Gm*
ENSMUSG00000064044.2,Olfr319,protein_coding,Non-Gm*
ENSMUSG00000026031.15,Cflar,protein_coding,Non-Gm*
ENSMUSG00000108265.2,Olfr318,protein_coding,Non-Gm*
ENSMUSG00000047293.7,Gpr15,protein_coding,Non-Gm*
ENSMUSG00000022744.12,Cldnd1,protein_coding,Non-Gm*
ENSMUSG00000042179.6,Pnliprp1,protein_coding,Non-Gm*
ENSMUSG00000060030.5,Olfr317,protein_coding,Non-Gm*
ENSMUSG00000114384.1,4930455J16Rik,lncRNA,Non-Gm*
ENSMUSG00000107677.2,Olfr316,protein_coding,Non-Gm*
ENSMUSG00000071510.3,Olfr172,protein_coding,Non-Gm*
ENSMUSG00000025091.4,Pnliprp2,protein_coding,Non-Gm*
ENSMUSG00000056959.6,Olfr315,protein_coding,Non-Gm*
ENSMUSG00000062373.8,Tmem65,protein_coding,Non-Gm*
ENSMUSG00000043385.4,Olfr267,protein_coding,Non-Gm*
ENSMUSG00000059504.7,Olfr314,protein_coding,Non-Gm*
ENSMUSG00000026931.10,1700019N19Rik,protein_coding,Non-Gm*
ENSMUSG00000101860.4,Mindy4b-ps,protein_coding,Non-Gm*
ENSMUSG00000049154.12,Fam183b,protein_coding,Non-Gm*
ENSMUSG00000049362.6,Olfr173,protein_coding,Non-Gm*
ENSMUSG00000026029.14,Casp8,protein_coding,Non-Gm*
ENSMUSG00000025092.7,Hspa12a,protein_coding,Non-Gm*
ENSMUSG00000050812.18,Ecpas,protein_coding,Non-Gm*
ENSMUSG00000055254.15,Ntrk2,protein_coding,Non-Gm*
ENSMUSG00000037990.18,Sh3rf3,protein_coding,Non-Gm*
ENSMUSG00000070438.5,Olfr313,protein_coding,Non-Gm*
ENSMUSG00000036641.9,Ccdc148,protein_coding,Non-Gm*
ENSMUSG00000032338.9,Hcn4,protein_coding,Non-Gm*
ENSMUSG00000060663.6,Olfr175,protein_coding,Non-Gm*
ENSMUSG00000096806.2,Olfr312,protein_coding,Non-Gm*
ENSMUSG00000029804.17,Herc3,protein_coding,Non-Gm*
ENSMUSG00000053441.5,Adamts19,protein_coding,Non-Gm*
ENSMUSG00000094805.2,Olfr311,protein_coding,Non-Gm*
ENSMUSG00000043850.15,Clrn1,protein_coding,Non-Gm*
ENSMUSG00000020491.15,2810021J22Rik,protein_coding,Non-Gm*
ENSMUSG00000063137.5,Olfr177,protein_coding,Non-Gm*
ENSMUSG00000037085.8,Trmt12,protein_coding,Non-Gm*
ENSMUSG00000032340.8,Neo1,protein_coding,Non-Gm*
ENSMUSG00000024227.14,Pdzph1,protein_coding,Non-Gm*
ENSMUSG00000037001.10,Zfp39,protein_coding,Non-Gm*
ENSMUSG00000044029.6,Olfr178,protein_coding,Non-Gm*
ENSMUSG00000037075.7,Rnf139,protein_coding,Non-Gm*
ENSMUSG00000050891.10,Tatdn1,protein_coding,Non-Gm*
ENSMUSG00000026028.12,Trak2,protein_coding,Non-Gm*
ENSMUSG00000055430.4,Nap1l5,protein_coding,Non-Gm*
ENSMUSG00000046180.11,4930550L24Rik,protein_coding,Non-Gm*
ENSMUSG00000049946.7,BC030500,protein_coding,Non-Gm*
ENSMUSG00000090629.2,Olfr180,protein_coding,Non-Gm*
ENSMUSG00000020490.16,Btnl10,protein_coding,Non-Gm*
ENSMUSG00000090951.4,Olfr181,protein_coding,Non-Gm*
ENSMUSG00000037709.13,Fam13a,protein_coding,Non-Gm*
ENSMUSG00000020496.9,Rnf187,protein_coding,Non-Gm*
ENSMUSG00000022354.4,Ndufb9,protein_coding,Non-Gm*
ENSMUSG00000022353.10,Mtss1,protein_coding,Non-Gm*
ENSMUSG00000048029.10,Eno4,protein_coding,Non-Gm*
ENSMUSG00000038630.8,Zkscan16,protein_coding,Non-Gm*
ENSMUSG00000056895.4,H2bu2,protein_coding,Non-Gm*
ENSMUSG00000078851.4,H2aw,protein_coding,Non-Gm*
ENSMUSG00000036964.14,Trim17,protein_coding,Non-Gm*
ENSMUSG00000020986.13,Sec23a,protein_coding,Non-Gm*
ENSMUSG00000028378.6,Ptgr1,protein_coding,Non-Gm*
ENSMUSG00000092323.1,BB365896,lncRNA,Non-Gm*
ENSMUSG00000085379.1,2310058D17Rik,lncRNA,Non-Gm*
ENSMUSG00000041362.17,Shtn1,protein_coding,Non-Gm*
ENSMUSG00000026027.13,Stradb,protein_coding,Non-Gm*
ENSMUSG00000020455.16,Trim11,protein_coding,Non-Gm*
ENSMUSG00000115062.1,4930544F09Rik,lncRNA,Non-Gm*
ENSMUSG00000061462.18,Obscn,protein_coding,Non-Gm*
ENSMUSG00000070972.13,Dnajc25,protein_coding,Non-Gm*
ENSMUSG00000062105.5,Olfr183,protein_coding,Non-Gm*
ENSMUSG00000086594.2,Nudt12os,lncRNA,Non-Gm*
ENSMUSG00000072295.7,C2cd6,protein_coding,Non-Gm*
ENSMUSG00000047383.8,AC169382.1,lncRNA,Non-Gm*
ENSMUSG00000024228.12,Nudt12,protein_coding,Non-Gm*
ENSMUSG00000056476.13,Med12l,protein_coding,Non-Gm*
ENSMUSG00000060121.15,Gemin2,protein_coding,Non-Gm*
ENSMUSG00000047960.4,Olfr186,protein_coding,Non-Gm*
ENSMUSG00000038607.12,Gng10,protein_coding,Non-Gm*
ENSMUSG00000043357.5,Olfr187,protein_coding,Non-Gm*
ENSMUSG00000020993.9,Trappc6b,protein_coding,Non-Gm*
ENSMUSG00000038598.9,Shoc1,protein_coding,Non-Gm*
ENSMUSG00000114437.1,4930415C11Rik,lncRNA,Non-Gm*
ENSMUSG00000031137.17,Fgf13,protein_coding,Non-Gm*
ENSMUSG00000050875.11,Minar2,protein_coding,Non-Gm*
ENSMUSG00000020994.5,Pnn,protein_coding,Non-Gm*
ENSMUSG00000064006.6,Olfr190,protein_coding,Non-Gm*
ENSMUSG00000094539.3,Olfr191,protein_coding,Non-Gm*
ENSMUSG00000021000.17,Mia2,protein_coding,Non-Gm*
ENSMUSG00000050075.8,Gpr171,protein_coding,Non-Gm*
ENSMUSG00000038079.14,Tmem237,protein_coding,Non-Gm*
ENSMUSG00000060057.4,Olfr193,protein_coding,Non-Gm*
ENSMUSG00000036381.13,P2ry14,protein_coding,Non-Gm*
ENSMUSG00000063020.2,Olfr194,protein_coding,Non-Gm*
ENSMUSG00000097573.2,G730003C15Rik,lncRNA,Non-Gm*
ENSMUSG00000079550.9,Mpp4,protein_coding,Non-Gm*
ENSMUSG00000021977.11,1700129C05Rik,protein_coding,Non-Gm*
ENSMUSG00000019917.10,Sept10,protein_coding,Non-Gm*
ENSMUSG00000062608.5,Olfr195,protein_coding,Non-Gm*
ENSMUSG00000049287.5,Iba57,protein_coding,Non-Gm*
ENSMUSG00000026991.20,Pkp4,protein_coding,Non-Gm*
ENSMUSG00000026024.14,Als2,protein_coding,Non-Gm*
ENSMUSG00000006270.7,Vax1,protein_coding,Non-Gm*
ENSMUSG00000096695.3,Olfr196,protein_coding,Non-Gm*
ENSMUSG00000058152.8,Chsy3,protein_coding,Non-Gm*
ENSMUSG00000043448.13,Gjc2,protein_coding,Non-Gm*
ENSMUSG00000051431.7,Gpr87,protein_coding,Non-Gm*
ENSMUSG00000020444.19,Guk1,protein_coding,Non-Gm*
ENSMUSG00000028381.8,Ugcg,protein_coding,Non-Gm*
ENSMUSG00000085882.1,2610507I01Rik,lncRNA,Non-Gm*
ENSMUSG00000052537.4,Olfr198,protein_coding,Non-Gm*
ENSMUSG00000035329.7,Fbxo33,protein_coding,Non-Gm*
ENSMUSG00000035469.17,Rcbtb1,protein_coding,Non-Gm*
ENSMUSG00000036860.14,Mrpl55,protein_coding,Non-Gm*
ENSMUSG00000036362.2,P2ry13,protein_coding,Non-Gm*
ENSMUSG00000020441.6,2310033P09Rik,protein_coding,Non-Gm*
ENSMUSG00000049232.3,Tigd2,protein_coding,Non-Gm*
ENSMUSG00000048076.14,Arf1,protein_coding,Non-Gm*
ENSMUSG00000074996.4,Olfr199,protein_coding,Non-Gm*
ENSMUSG00000036353.13,P2ry12,protein_coding,Non-Gm*
ENSMUSG00000040901.8,Kcnk18,protein_coding,Non-Gm*
ENSMUSG00000098188.1,Sowahc,protein_coding,Non-Gm*
ENSMUSG00000025326.12,Ube3a,protein_coding,Non-Gm*
ENSMUSG00000009900.7,Wnt3a,protein_coding,Non-Gm*
ENSMUSG00000026023.16,Cdk15,protein_coding,Non-Gm*
ENSMUSG00000025094.8,Slc18a2,protein_coding,Non-Gm*
ENSMUSG00000074995.2,Olfr201,protein_coding,Non-Gm*
ENSMUSG00000044703.5,Phf11a,protein_coding,Non-Gm*
ENSMUSG00000048810.2,Olfr202,protein_coding,Non-Gm*
ENSMUSG00000025236.11,Adpgk,protein_coding,Non-Gm*
ENSMUSG00000074746.3,Pdzd8,protein_coding,Non-Gm*
ENSMUSG00000068182.3,Olfr203,protein_coding,Non-Gm*
ENSMUSG00000000126.11,Wnt9a,protein_coding,Non-Gm*
ENSMUSG00000100826.6,Snhg14,lncRNA,Non-Gm*
ENSMUSG00000095928.3,Olfr204,protein_coding,Non-Gm*
ENSMUSG00000038578.15,Susd1,protein_coding,Non-Gm*
ENSMUSG00000022351.14,Sqle,protein_coding,Non-Gm*
ENSMUSG00000036334.12,Igsf10,protein_coding,Non-Gm*
ENSMUSG00000091649.3,Phf11b,protein_coding,Non-Gm*
ENSMUSG00000025235.8,Bbs4,protein_coding,Non-Gm*
ENSMUSG00000019916.14,P4ha1,protein_coding,Non-Gm*
ENSMUSG00000094422.3,Olfr205,protein_coding,Non-Gm*
ENSMUSG00000022350.7,Washc5,protein_coding,Non-Gm*
ENSMUSG00000066257.4,Olfr206,protein_coding,Non-Gm*
ENSMUSG00000045441.5,Gprin3,protein_coding,Non-Gm*
ENSMUSG00000068245.14,Phf11d,protein_coding,Non-Gm*
ENSMUSG00000095706.3,Olfr209,protein_coding,Non-Gm*
ENSMUSG00000049291.6,Prss38,protein_coding,Non-Gm*
ENSMUSG00000059586.10,Nsmce2,protein_coding,Non-Gm*
ENSMUSG00000091144.2,Phf11c,protein_coding,Non-Gm*
ENSMUSG00000087455.7,5330411J11Rik,lncRNA,Non-Gm*
ENSMUSG00000025234.11,Arih1,protein_coding,Non-Gm*
ENSMUSG00000071350.12,Setdb2,protein_coding,Non-Gm*
ENSMUSG00000009646.13,Pla2g12b,protein_coding,Non-Gm*
ENSMUSG00000009894.15,Snap47,protein_coding,Non-Gm*
ENSMUSG00000074991.5,Gabrr3,protein_coding,Non-Gm*
ENSMUSG00000114787.1,4930455M05Rik,lncRNA,Non-Gm*
ENSMUSG00000009654.4,Oit3,protein_coding,Non-Gm*
ENSMUSG00000087095.2,Emx2os,lncRNA,Non-Gm*
ENSMUSG00000021981.10,Cab39l,protein_coding,Non-Gm*
ENSMUSG00000021557.15,Agtpbp1,protein_coding,Non-Gm*
ENSMUSG00000009647.13,Mcu,protein_coding,Non-Gm*
ENSMUSG00000036819.14,Jmjd4,protein_coding,Non-Gm*
ENSMUSG00000043969.4,Emx2,protein_coding,Non-Gm*
ENSMUSG00000054519.8,Zfp867,protein_coding,Non-Gm*
ENSMUSG00000099983.1,1700022E09Rik,lncRNA,Non-Gm*
ENSMUSG00000022724.15,Riox2,protein_coding,Non-Gm*
ENSMUSG00000028382.15,Ptbp3,protein_coding,Non-Gm*
ENSMUSG00000041075.8,Fzd7,protein_coding,Non-Gm*
ENSMUSG00000026989.5,Dapl1,protein_coding,Non-Gm*
ENSMUSG00000020472.14,Zkscan17,protein_coding,Non-Gm*
ENSMUSG00000022723.16,Crybg3,protein_coding,Non-Gm*
ENSMUSG00000100119.1,2700089I24Rik,lncRNA,Non-Gm*
ENSMUSG00000072893.12,4933439C10Rik,lncRNA,Non-Gm*
ENSMUSG00000049526.8,Tmem202,protein_coding,Non-Gm*
ENSMUSG00000101409.1,1700122D07Rik,lncRNA,Non-Gm*
ENSMUSG00000025232.8,Hexa,protein_coding,Non-Gm*
ENSMUSG00000032691.14,Nlrp3,protein_coding,Non-Gm*
ENSMUSG00000021982.14,Cdadc1,protein_coding,Non-Gm*
ENSMUSG00000059610.5,Olfr222,protein_coding,Non-Gm*
ENSMUSG00000032297.11,Celf6,protein_coding,Non-Gm*
ENSMUSG00000028383.17,Hsdl2,protein_coding,Non-Gm*
ENSMUSG00000021555.15,Naa35,protein_coding,Non-Gm*
ENSMUSG00000026021.15,Sumo1,protein_coding,Non-Gm*
ENSMUSG00000048919.5,Olfr223,protein_coding,Non-Gm*
ENSMUSG00000035168.16,Tanc1,protein_coding,Non-Gm*
ENSMUSG00000022722.18,Arl6,protein_coding,Non-Gm*
ENSMUSG00000025237.16,Parp6,protein_coding,Non-Gm*
ENSMUSG00000044461.6,Shisa2,protein_coding,Non-Gm*
ENSMUSG00000045071.14,E130308A19Rik,protein_coding,Non-Gm*
ENSMUSG00000021556.12,Golm1,protein_coding,Non-Gm*
ENSMUSG00000116894.1,4930547E14Rik,lncRNA,Non-Gm*
ENSMUSG00000021983.16,Atp8a2,protein_coding,Non-Gm*
ENSMUSG00000032501.9,Trib1,protein_coding,Non-Gm*
ENSMUSG00000055540.15,Epha6,protein_coding,Non-Gm*
ENSMUSG00000032294.17,Pkm,protein_coding,Non-Gm*
ENSMUSG00000005417.17,Mprip,protein_coding,Non-Gm*
ENSMUSG00000074259.10,Gramd2,protein_coding,Non-Gm*
ENSMUSG00000026020.9,Nop58,protein_coding,Non-Gm*
ENSMUSG00000049902.6,4921517D22Rik,protein_coding,Non-Gm*
ENSMUSG00000050876.9,Spata31d1a,protein_coding,Non-Gm*
ENSMUSG00000020111.15,Micu1,protein_coding,Non-Gm*
ENSMUSG00000091311.3,Spata31d1b,protein_coding,Non-Gm*
ENSMUSG00000086330.7,1700007J10Rik,lncRNA,Non-Gm*
ENSMUSG00000043986.5,Spata31d1d,protein_coding,Non-Gm*
ENSMUSG00000090527.2,Aadacl2fm2,protein_coding,Non-Gm*
ENSMUSG00000097502.2,4930528D03Rik,lncRNA,Non-Gm*
ENSMUSG00000051705.13,Senp8,protein_coding,Non-Gm*
ENSMUSG00000051054.4,1700014D04Rik,protein_coding,Non-Gm*
ENSMUSG00000039585.15,Myo9a,protein_coding,Non-Gm*
ENSMUSG00000044792.7,Isca1,protein_coding,Non-Gm*
ENSMUSG00000067336.6,Bmpr2,protein_coding,Non-Gm*
ENSMUSG00000089875.2,Etohd2,lncRNA,Non-Gm*
ENSMUSG00000038544.14,Inip,protein_coding,Non-Gm*
ENSMUSG00000035248.9,Tut7,protein_coding,Non-Gm*
ENSMUSG00000043648.7,Pld6,protein_coding,Non-Gm*
ENSMUSG00000032633.12,Flcn,protein_coding,Non-Gm*
ENSMUSG00000028385.14,Snx30,protein_coding,Non-Gm*
ENSMUSG00000019373.11,Cops3,protein_coding,Non-Gm*
ENSMUSG00000110406.1,4930470O06Rik,lncRNA,Non-Gm*
ENSMUSG00000032615.14,Nt5m,protein_coding,Non-Gm*
ENSMUSG00000026988.15,Wdsub1,protein_coding,Non-Gm*
ENSMUSG00000095522.2,Aadacl2fm3,protein_coding,Non-Gm*
ENSMUSG00000020109.13,Dnajb12,protein_coding,Non-Gm*
ENSMUSG00000026987.16,Baz2b,protein_coding,Non-Gm*
ENSMUSG00000040022.14,Rab11fip2,protein_coding,Non-Gm*
ENSMUSG00000028386.1,Slc46a2,protein_coding,Non-Gm*
ENSMUSG00000041040.12,Fam117b,protein_coding,Non-Gm*
ENSMUSG00000085551.1,1810063I02Rik,lncRNA,Non-Gm*
ENSMUSG00000036951.2,Aadacl2fm1,protein_coding,Non-Gm*
ENSMUSG00000032292.8,Nr2e3,protein_coding,Non-Gm*
ENSMUSG00000085260.7,Med9os,lncRNA,Non-Gm*
ENSMUSG00000061650.6,Med9,protein_coding,Non-Gm*
ENSMUSG00000020108.4,Ddit4,protein_coding,Non-Gm*
ENSMUSG00000041333.6,Mup4,protein_coding,Non-Gm*
ENSMUSG00000106013.4,4933402J10Rik,lncRNA,Non-Gm*
ENSMUSG00000049892.7,Rasd1,protein_coding,Non-Gm*
ENSMUSG00000078689.8,Mup6,protein_coding,Non-Gm*
ENSMUSG00000032289.15,Thsd4,protein_coding,Non-Gm*
ENSMUSG00000000301.16,Pemt,protein_coding,Non-Gm*
ENSMUSG00000026018.12,Ica1l,protein_coding,Non-Gm*
ENSMUSG00000102252.5,Snrpn,protein_coding,Non-Gm*
ENSMUSG00000020107.10,Anapc16,protein_coding,Non-Gm*
ENSMUSG00000102627.1,Snurf,protein_coding,Non-Gm*
ENSMUSG00000031138.4,F9,protein_coding,Non-Gm*
ENSMUSG00000044475.14,Ascc1,protein_coding,Non-Gm*
ENSMUSG00000091376.1,Aadacl2,protein_coding,Non-Gm*
ENSMUSG00000071749.3,4933412E24Rik,protein_coding,Non-Gm*
ENSMUSG00000027761.4,Aadac,protein_coding,Non-Gm*
ENSMUSG00000114531.1,A530065N20Rik,lncRNA,Non-Gm*
ENSMUSG00000031139.15,Mcf2,protein_coding,Non-Gm*
ENSMUSG00000073842.10,Mup7,protein_coding,Non-Gm*
ENSMUSG00000026019.15,Wdr12,protein_coding,Non-Gm*
ENSMUSG00000027762.6,Sucnr1,protein_coding,Non-Gm*
ENSMUSG00000086112.1,4930563I02Rik,lncRNA,Non-Gm*
ENSMUSG00000026017.13,Carf,protein_coding,Non-Gm*
ENSMUSG00000062115.15,Rai1,protein_coding,Non-Gm*
ENSMUSG00000058297.16,Spock2,protein_coding,Non-Gm*
ENSMUSG00000051008.5,4930412M03Rik,lncRNA,Non-Gm*
ENSMUSG00000078688.11,Mup2,protein_coding,Non-Gm*
ENSMUSG00000053117.11,E330013P04Rik,lncRNA,Non-Gm*
ENSMUSG00000052957.8,Gas1,protein_coding,Non-Gm*
ENSMUSG00000073664.11,Nbeal1,protein_coding,Non-Gm*
ENSMUSG00000057337.13,Chst3,protein_coding,Non-Gm*
ENSMUSG00000063895.7,Nupl1,protein_coding,Non-Gm*
ENSMUSG00000057858.8,Fam204a,protein_coding,Non-Gm*
ENSMUSG00000020538.15,Srebf1,protein_coding,Non-Gm*
ENSMUSG00000026977.17,March7,protein_coding,Non-Gm*
ENSMUSG00000078687.9,Mup8,protein_coding,Non-Gm*
ENSMUSG00000062949.13,Atp11c,protein_coding,Non-Gm*
ENSMUSG00000000538.18,Tom1l2,protein_coding,Non-Gm*
ENSMUSG00000060703.12,Cd302,protein_coding,Non-Gm*
ENSMUSG00000021987.9,Mtmr6,protein_coding,Non-Gm*
ENSMUSG00000004207.14,Psap,protein_coding,Non-Gm*
ENSMUSG00000046764.8,A530053G22Rik,lncRNA,Non-Gm*
ENSMUSG00000026980.15,Ly75,protein_coding,Non-Gm*
ENSMUSG00000090942.1,F830016B08Rik,protein_coding,Non-Gm*
ENSMUSG00000012819.15,Cdh23,protein_coding,Non-Gm*
ENSMUSG00000111296.1,2010001M07Rik,lncRNA,Non-Gm*
ENSMUSG00000049439.13,Cyp20a1,protein_coding,Non-Gm*
ENSMUSG00000020101.14,Vsir,protein_coding,Non-Gm*
ENSMUSG00000056598.16,Drc3,protein_coding,Non-Gm*
ENSMUSG00000021986.9,Amer2,protein_coding,Non-Gm*
ENSMUSG00000054072.12,Iigp1,protein_coding,Non-Gm*
ENSMUSG00000042709.15,Atpaf2,protein_coding,Non-Gm*
ENSMUSG00000026782.15,Abi2,protein_coding,Non-Gm*
ENSMUSG00000018415.14,Gid4,protein_coding,Non-Gm*
ENSMUSG00000054580.14,Pla2r1,protein_coding,Non-Gm*
ENSMUSG00000078686.11,Mup9,protein_coding,Non-Gm*
ENSMUSG00000020537.9,Drg2,protein_coding,Non-Gm*
ENSMUSG00000045052.3,Prlhr,protein_coding,Non-Gm*
ENSMUSG00000042678.17,Myo15,protein_coding,Non-Gm*
ENSMUSG00000027763.13,Mbnl1,protein_coding,Non-Gm*
ENSMUSG00000038059.7,Smim3,protein_coding,Non-Gm*
ENSMUSG00000026014.15,Raph1,protein_coding,Non-Gm*
ENSMUSG00000114452.1,A530001N23Rik,lncRNA,Non-Gm*
ENSMUSG00000078683.9,Mup1,protein_coding,Non-Gm*
ENSMUSG00000057228.6,Aadat,protein_coding,Non-Gm*
ENSMUSG00000111761.1,9230112J17Rik,lncRNA,Non-Gm*
ENSMUSG00000033417.16,Cacul1,protein_coding,Non-Gm*
ENSMUSG00000024603.8,Dctn4,protein_coding,Non-Gm*
ENSMUSG00000042650.3,Alkbh5,protein_coding,Non-Gm*
ENSMUSG00000024604.7,Rbm22,protein_coding,Non-Gm*
ENSMUSG00000047766.15,Lrrc49,protein_coding,Non-Gm*
ENSMUSG00000049173.8,Myoz3,protein_coding,Non-Gm*
ENSMUSG00000078680.3,Mup10,protein_coding,Non-Gm*
ENSMUSG00000043079.17,Synpo,protein_coding,Non-Gm*
ENSMUSG00000026971.15,Itgb6,protein_coding,Non-Gm*
ENSMUSG00000021559.14,Dapk1,protein_coding,Non-Gm*
ENSMUSG00000031647.10,Mfap3l,protein_coding,Non-Gm*
ENSMUSG00000021990.16,Spata13,protein_coding,Non-Gm*
ENSMUSG00000073834.10,Mup11,protein_coding,Non-Gm*
ENSMUSG00000054008.9,Ndst1,protein_coding,Non-Gm*
ENSMUSG00000020536.12,Llgl1,protein_coding,Non-Gm*
ENSMUSG00000020100.15,Slc29a3,protein_coding,Non-Gm*
ENSMUSG00000034839.5,Larp6,protein_coding,Non-Gm*
ENSMUSG00000002812.4,Flii,protein_coding,Non-Gm*
ENSMUSG00000026012.2,Cd28,protein_coding,Non-Gm*
ENSMUSG00000018599.5,Mief2,protein_coding,Non-Gm*
ENSMUSG00000025889.13,Snca,protein_coding,Non-Gm*
ENSMUSG00000094793.1,Mup12,protein_coding,Non-Gm*
ENSMUSG00000002814.15,Top3a,protein_coding,Non-Gm*
ENSMUSG00000095956.2,1700036A12Rik,lncRNA,Non-Gm*
ENSMUSG00000024608.11,Rps14,protein_coding,Non-Gm*
ENSMUSG00000026970.16,Rbms1,protein_coding,Non-Gm*
ENSMUSG00000072437.4,Nanos1,protein_coding,Non-Gm*
ENSMUSG00000024991.8,Eif3a,protein_coding,Non-Gm*
ENSMUSG00000020099.8,Unc5b,protein_coding,Non-Gm*
ENSMUSG00000071347.3,C1qtnf9,protein_coding,Non-Gm*
ENSMUSG00000084951.1,Mipepos,lncRNA,Non-Gm*
ENSMUSG00000049323.8,Smcr8,protein_coding,Non-Gm*
ENSMUSG00000085965.1,2310016D23Rik,lncRNA,Non-Gm*
ENSMUSG00000042243.10,BC051665,protein_coding,Non-Gm*
ENSMUSG00000021993.10,Mipep,protein_coding,Non-Gm*
ENSMUSG00000020534.14,Shmt1,protein_coding,Non-Gm*
ENSMUSG00000034485.10,Uaca,protein_coding,Non-Gm*
ENSMUSG00000056728.6,Ctsll3,protein_coding,Non-Gm*
ENSMUSG00000024610.15,Cd74,protein_coding,Non-Gm*
ENSMUSG00000024993.15,Fam45a,protein_coding,Non-Gm*
ENSMUSG00000024613.16,Tcof1,protein_coding,Non-Gm*
ENSMUSG00000110439.1,Mup22,protein_coding,Non-Gm*
ENSMUSG00000072568.4,Lratd2,protein_coding,Non-Gm*
ENSMUSG00000097493.3,9930014A18Rik,lncRNA,Non-Gm*
ENSMUSG00000042569.13,Dhrs7b,protein_coding,Non-Gm*
ENSMUSG00000063698.9,Sfxn4,protein_coding,Non-Gm*
ENSMUSG00000050345.9,4930486L24Rik,protein_coding,Non-Gm*
ENSMUSG00000024997.7,Prdx3,protein_coding,Non-Gm*
ENSMUSG00000043284.12,Tmem11,protein_coding,Non-Gm*
ENSMUSG00000026011.13,Ctla4,protein_coding,Non-Gm*
ENSMUSG00000003228.9,Grk5,protein_coding,Non-Gm*
ENSMUSG00000038005.15,Hpf1,protein_coding,Non-Gm*
ENSMUSG00000045179.9,Sox3,protein_coding,Non-Gm*
ENSMUSG00000074874.10,Ctla2b,protein_coding,Non-Gm*
ENSMUSG00000022347.8,A1bg,protein_coding,Non-Gm*
ENSMUSG00000062705.7,Tpbpb,protein_coding,Non-Gm*
ENSMUSG00000018931.3,Natd1,protein_coding,Non-Gm*
ENSMUSG00000004319.15,Clcn3,protein_coding,Non-Gm*
ENSMUSG00000036412.5,Arsi,protein_coding,Non-Gm*
ENSMUSG00000115231.1,4930402D18Rik,lncRNA,Non-Gm*
ENSMUSG00000042549.10,Map2k3os,lncRNA,Non-Gm*
ENSMUSG00000054641.10,Mmrn1,protein_coding,Non-Gm*
ENSMUSG00000024617.16,Camk2a,protein_coding,Non-Gm*
ENSMUSG00000037247.3,Pldi,lncRNA,Non-Gm*
ENSMUSG00000018932.9,Map2k3,protein_coding,Non-Gm*
ENSMUSG00000044258.10,Ctla2a,protein_coding,Non-Gm*
ENSMUSG00000033834.7,Tpbpa,protein_coding,Non-Gm*
ENSMUSG00000105903.1,1700014F14Rik,lncRNA,Non-Gm*
ENSMUSG00000060548.13,Tnfrsf19,protein_coding,Non-Gm*
ENSMUSG00000026009.14,Icos,protein_coding,Non-Gm*
ENSMUSG00000045746.3,B230317F23Rik,lncRNA,Non-Gm*
ENSMUSG00000031644.19,Nek1,protein_coding,Non-Gm*
ENSMUSG00000052026.8,Slc6a7,protein_coding,Non-Gm*
ENSMUSG00000055298.6,Ctsj,protein_coding,Non-Gm*
ENSMUSG00000027765.6,P2ry1,protein_coding,Non-Gm*
ENSMUSG00000024619.8,Cdx1,protein_coding,Non-Gm*
ENSMUSG00000042529.14,Kcnj12,protein_coding,Non-Gm*
ENSMUSG00000021439.8,Ctsq,protein_coding,Non-Gm*
ENSMUSG00000024620.11,Pdgfrb,protein_coding,Non-Gm*
ENSMUSG00000074733.14,Zfp950,protein_coding,Non-Gm*
ENSMUSG00000020098.7,Pcbd1,protein_coding,Non-Gm*
ENSMUSG00000020097.14,Sgpl1,protein_coding,Non-Gm*
ENSMUSG00000024621.16,Csf1r,protein_coding,Non-Gm*
ENSMUSG00000100667.1,1700040F15Rik,protein_coding,Non-Gm*
ENSMUSG00000111807.1,4933433G08Rik,lncRNA,Non-Gm*
ENSMUSG00000071753.13,Cdr1os,lncRNA,Non-Gm*
ENSMUSG00000118604.1,BX322656.1,lncRNA,Non-Gm*
ENSMUSG00000010142.12,Tnfrsf13b,protein_coding,Non-Gm*
ENSMUSG00000068151.7,A230006K03Rik,lncRNA,Non-Gm*
ENSMUSG00000024622.8,Hmgxb3,protein_coding,Non-Gm*
ENSMUSG00000048279.19,Sacs,protein_coding,Non-Gm*
ENSMUSG00000110998.1,I730028E13Rik,lncRNA,Non-Gm*
ENSMUSG00000042506.15,Usp22,protein_coding,Non-Gm*
ENSMUSG00000055679.5,Ctsr,protein_coding,Non-Gm*
ENSMUSG00000020096.20,Tbata,protein_coding,Non-Gm*
ENSMUSG00000097924.2,A730020E08Rik,lncRNA,Non-Gm*
ENSMUSG00000039578.17,Ccser1,protein_coding,Non-Gm*
ENSMUSG00000090546.2,Cdr1,protein_coding,Non-Gm*
ENSMUSG00000034320.14,Slc26a2,protein_coding,Non-Gm*
ENSMUSG00000021441.4,Cts6,protein_coding,Non-Gm*
ENSMUSG00000059901.12,Adamts14,protein_coding,Non-Gm*
ENSMUSG00000019102.10,Aldh3a1,protein_coding,Non-Gm*
